Date,StreamOut_Q,HortSroff2Stream_Q,DunnSroff2Stream_Q,Interflow2Stream_Q,Stream2Unsat_Q,StreamExchng2Sat_Q,Canopy_S,SnowPweqv_S,Imperv_S,Dprst_S,Cap_S,Grav_S,Unsat_S,Sat_S,UnsatStream_S,Lake_S,Stream_S,Precip_Q,NetBoundaryFlow2Sat_Q,NetWellFlow_Q,BoundaryStreamFlow_Q,CanopyEvap_Q,SnowEvap_Q,ImpervEvap_Q,DprstEvap_Q,CapET_Q,SwaleEvap_Q,UnsatET_Q,SatET_Q,LakeEvap_Q,DunnInterflow2Lake_Q,HortSroff2Lake_Q,Lake2Unsat_Q,LakeExchng2Sat_Q,SoilDrainage2Unsat_Q,Sat2Grav_Q,RechargeUnsat2Sat_Q,Infil2Soil_Q
10/1/1980,6301.35,0,0,0,0,-6301.35,0,0,0,0,77987.28,0.98,9138827,164352200,29.72,0,0,0,-724.06,0,0,0,0,0,0,7627.05,0,0,0,0,0,0,0,0,0,15896.37,21055.22,0
10/2/1980,6210.19,0,0,0,0,-6210.19,0,0,0,0,85961.18,0.1,9117909,164350400,29.72,0,0,0,-724.04,0,0,0,0,0,0,7867.54,0,0,0,0,0,0,0,0,0,15840.42,20952.99,0
10/3/1980,6158,0,0,0,0,-6158.01,0,0,0,0,93205.27,0.28,9097081,164348600,29.72,0,0,0,-724.02,0,0,0,0,0,0,8556.31,0,0,0,0,0,0,0,0,0,15801.63,20862.45,0
10/4/1980,6127.29,0,0,0,0,-6127.29,0,0,0,0,99712.34,0.27,9076360,164346700,29.72,0,0,0,-724,0,0,0,0,0,0,9261.48,0,0,0,0,0,0,0,0,0,15768.83,20755.21,0
10/5/1980,6107.66,0,0,0,0,-6107.66,0,0,0,0,103847.8,0.27,9055752,164344800,29.72,0,0,0,-723.97,0,0,0,0,0,0,11604.04,0,0,0,0,0,0,0,0,0,15739.36,20642.29,0
10/6/1980,6093.94,0,0,0,0,-6093.94,0,0,0,0,108229.6,0.27,9035264,164342800,29.72,0,0,0,-723.93,0,0,0,0,0,0,11330.46,0,0,0,0,0,0,0,0,0,15712.01,20522.29,0
10/7/1980,6083.36,0,0,0,0,-6083.36,0,0,0,0,114755.9,0.26,9014882,164340700,29.72,0,0,0,-723.9,0,0,0,0,0,0,9159.87,0,0,0,0,0,0,0,0,0,15686.58,20416.07,0
10/8/1980,6073.83,0,0,0,0,-6073.83,0,0,0,0,120558,0.26,8994614,164338600,29.72,0,0,0,-723.86,0,0,0,0,0,0,9860.69,0,0,0,0,0,0,0,0,0,15662.24,20301.12,0
10/9/1980,6064.14,0,0,0,0,-6064.14,0,0,0,0,127164.3,0.02,8974457,164336300,29.72,0,0,0,-723.85,0,0,0,0,0,0,9032.76,0,0,0,0,0,0,0,0,0,15638.76,20189.95,0
10/10/1980,6052.98,0,0,0,0,-6052.98,0,0,0,0,134465.9,0.02,8954411,164334000,29.73,0,0,0,-723.82,0,0,0,0,0,0,8314.5,0,0,0,0,0,0,0,0,0,15616.01,20079.14,0
10/11/1980,6039.2,0,0,0,0,-6039.21,0,0,0,0,141535.7,0.26,8934469,164331700,29.73,0,0,0,-723.81,0,0,0,0,0,0,8524.21,0,0,0,0,0,0,0,0,0,15593.72,19974.15,0
10/12/1980,11388.7,32.67,0,6564.75,0,-4826.49,51368.9,60348.11,0,0,492531,16293.86,8914476,164330300,64.94,0,0,486025.4,-724.22,0,0,0,0,0,0,16294.4,0,0,0,0,0,0,0,0,0,15872.52,20025.34,374275.7
10/13/1980,8082.86,0,0,2476.85,0,-5600.84,20558.01,32642.73,0,0,537294.3,12097.58,8894743,164327900,59.77,0,0,0,-724.2,0,0,30810.89,0,0,0,452.63,0,0,0,0,0,0,0,0,0,15790.35,19765.58,27705.38
10/14/1980,7705.38,0,0,2055.21,0,-5646.91,69010.13,114740.2,0,0,576091.4,9728.38,8875144,164325400,56.51,0,0,164754.4,-724.16,0,0,0,0,0,0,11485.15,0,0,0,0,0,0,0,0,0,15763.03,19630.21,34204.84
10/15/1980,7008.31,0,0,1251.15,0,-5753.4,69010.13,145061.4,0,0,586417.9,6758.46,8855685,164322700,52.74,0,0,32950.88,-724.08,0,0,0,0,0,0,9726.42,0,0,0,0,0,0,0,0,0,15705.22,19491.13,2629.66
10/16/1980,7213.84,2.39,0,1485.98,0,-5724.47,69010.13,165032.7,0,0,618499.9,6129.83,8836333,164320000,51.74,0,0,49426.32,-724.04,0,0,0,0,0,0,12181.37,0,0,0,0,0,0,0,0,0,15668.04,19382.62,29452.59
10/17/1980,7629.86,0,0,2107.44,0,-5527.16,43518.71,101409.6,0,0,694265.7,7499.58,8817078,164317400,56.47,0,0,0,-724.05,0,0,25491.41,0,0,0,86.61,0,0,0,0,0,0,0,0,1.87,15706.75,19288.36,63623.14
10/18/1980,8130.12,0,0,2732.98,0,-5400.52,5979.63,23262.6,0,0,775860.7,9382.28,8797900,164314800,59.85,0,0,0,-724.08,0,0,37539.08,0,0,0,7631.01,0,0,0,0,0,0,0,0,7.42,15702.18,19216.14,78147
10/19/1980,7396.93,0,0,1811.56,0,-5580.1,156.8,2192.22,0,0,770448.7,8335.34,8778904,164311900,54.58,0,0,0,-724.03,0,0,5822.82,0,0,0,41341.85,0,0,0,0,0,0,0,0,48.43,15672.73,19074.82,21070.38
10/20/1980,7102.81,0,0,1459.32,0,-5640.22,0,0,0,0,732101.1,6710.81,8760039,164308800,51.31,0,0,0,-723.97,0,0,156.8,0,0,0,56307.74,0,0,0,0,0,0,0,0,45.1,15648.06,18940.88,2192.22
10/21/1980,6945.93,0,0,1232.15,0,-5711.65,0,0,0,0,713190.2,5387.84,8741267,164305600,49.17,0,0,0,-723.92,0,0,0,0,0,0,34555.86,0,0,0,0,0,0,0,0,20.33,15577.07,18822.17,0
10/22/1980,6860.95,0,0,1098.99,0,-5760.03,0,0,0,0,698989.4,4527.61,8722619,164302300,47.24,0,0,0,-723.88,0,0,0,0,0,0,29452.34,0,0,0,0,0,0,0,0,22.17,15515.21,18699.71,0
10/23/1980,6802.79,0,0,1012.87,0,-5788.28,0,0,0,0,670601.1,3960.17,8704093,164298900,45.61,0,0,0,-723.84,0,0,0,0,0,0,43384.94,0,0,0,0,0,0,0,0,23.06,15467.6,18578.37,0
10/24/1980,6736.7,0,0,929.79,0,-5805.67,0,0,0,0,658410,3507.37,8685679,164295400,44.36,0,0,0,-723.8,0,0,0,0,0,0,27119.7,0,0,0,0,0,0,0,0,22.03,15428.26,18464.88,0
10/25/1980,9222.25,7.13,0,4038.84,0,-5190.11,69010.13,4914.04,0,0,806602,11808.51,8667385,164292400,58.19,0,0,238893.9,-723.98,0,0,0,0,0,0,19914.63,0,0,0,0,0,0,0,0,119.11,15599.02,18442.09,164962.6
10/26/1980,8978.33,24.98,0,3595.88,0,-5356.11,69010.13,25678.78,0,0,879726,13301.69,8649182,164289100,56.83,0,0,98852.63,-724.06,0,0,0,0,0,0,15337.94,0,0,0,0,0,0,0,0,94.05,15582.64,18325.89,78062.9
10/27/1980,8186.07,0,0,2674.72,0,-5507.92,42931.58,7530.8,0,0,911727.4,12028.74,8631139,164285500,53.4,0,0,0,-724.05,0,0,26078.54,0,0,0,149.17,0,0,0,0,0,0,0,0,153.98,15558.94,18225.86,18147.99
10/28/1980,8026.85,0,0,2466.72,0,-5557.92,18421.98,2149.55,0,0,930791.1,11011.36,8613221,164281800,51.19,0,0,0,-724.02,0,0,24509.61,0,0,0,200.8,0,0,0,0,0,0,0,0,209.53,15543.59,18155.91,5381.25
10/29/1980,7939.45,0,0,2347.84,0,-5590.4,555.39,0,0,0,913424.5,10392.43,8595422,164278100,49.98,0,0,0,-723.99,0,0,17866.59,0,0,0,33078.99,0,0,0,0,0,0,0,0,231.65,15525.06,18058.93,2149.55
10/30/1980,7842.2,0,0,2238.87,0,-5602.77,39.57,0,0,0,886014.5,9577.13,8577713,164274200,49.42,0,0,0,-723.96,0,0,515.82,0,0,0,41270.95,0,0,0,0,0,0,0,0,219.54,15506.14,17956.91,0
10/31/1980,7744.81,0,0,2132.01,0,-5612.56,0,0,0,0,853431.2,8861.8,8560081,164270200,49.18,0,0,0,-723.94,0,0,39.57,0,0,0,46461.38,0,0,0,0,0,0,0,0,177.24,15478.02,17836.22,0
11/1/1980,7616.56,0,0,1999.41,0,-5616.95,0,0,0,0,820219.1,8156.01,8542523,164266200,48.98,0,0,0,-723.91,0,0,0,0,0,0,47229.05,0,0,0,0,0,0,0,0,132.58,15448.72,17718.56,0
11/2/1980,7463.62,0,0,1840.15,0,-5623.16,0,0,0,0,790918.6,7445.42,8525042,164262000,48.67,0,0,0,-723.88,0,0,0,0,0,0,43488.58,0,0,0,0,0,0,0,0,99.79,15417.31,17608.44,0
11/3/1980,7308.46,0,0,1673.46,0,-5634.6,0,0,0,0,751202.4,6777.74,8507647,164257800,48.27,0,0,0,-723.85,0,0,0,0,0,0,54009.21,0,0,0,0,0,0,0,0,84.45,15383.81,17505.94,0
11/4/1980,7119.13,0,0,1466.01,0,-5652.48,0,0,0,0,718786.1,6030.09,8490345,164253500,47.63,0,0,0,-723.82,0,0,0,0,0,0,46967.84,0,0,0,0,0,0,0,0,77.2,15346.59,17406.4,0
11/5/1980,6924.13,0,0,1253.71,0,-5669.54,0,0,0,0,693381.9,5194.37,8473153,164249100,46.75,0,0,0,-723.78,0,0,0,0,0,0,40223.26,0,0,0,0,0,0,0,0,65.98,15307.08,17284.41,0
11/6/1980,6764.34,0,0,1080.18,0,-5683.15,0,0,0,0,677763.5,4500.26,8456074,164244600,45.75,0,0,0,-723.74,0,0,0,0,0,0,30437.72,0,0,0,0,0,0,0,0,57.48,15269.04,17163.32,0
11/7/1980,7375.92,21.6,0,1936.57,0,-5421.91,68954.34,0,0,0,714838.6,6847.58,8439067,164240200,49.91,0,0,120085.7,-723.76,0,0,0,0,0,0,25068.06,0,0,0,0,0,0,0,0,47.03,15365.31,17080.08,51109.8
11/8/1980,9621.09,75.78,0,4493.9,0,-5061.25,38332.77,0,0,0,847974.2,14683.97,8422199,164236100,59.75,0,0,127591.1,-723.94,0,0,0,0,0,0,27878.59,0,0,0,0,0,0,0,0,186.39,15394.78,17080.45,158136.9
11/9/1980,7924.51,0,0,2477.47,0,-5440.62,1812.99,0,0,0,850927.2,11967.91,8405441,164231600,53.34,0,0,0,-723.92,0,0,36519.78,0,0,0,12483.34,0,0,0,0,0,0,0,0,157.3,15355.99,16941.13,0
11/10/1980,7746.41,0,0,2285.95,0,-5459.68,212.84,0,0,0,850544.5,10395.14,8388789,164226900,52.56,0,0,0,-723.89,0,0,1600.15,0,0,0,14858.3,0,0,0,0,0,0,0,0,148.23,15338.38,16825.73,0
11/11/1980,10968.73,98.71,0,5976.87,0,-4902.7,69010.13,7950.09,0,0,1010031,19630.96,8372322,164222800,62.11,0,0,255182.2,-724.11,0,0,0,2274.44,0,0,16321.23,0,0,0,0,0,0,0,0,462.52,15423.6,16954.74,176061.7
11/12/1980,9082.1,0,0,3729.88,0,-5346.48,53396.78,7950.09,0,0,1023968,16833.59,8355936,164218200,56.37,0,0,0,-724.1,0,0,15613.35,0,0,0,99.8,0,0,0,0,0,0,0,0,409.28,15381.02,16819.75,0
11/13/1980,8979.98,0,0,3625.95,0,-5353.45,42574.47,7950.09,0,0,1036720,15366.81,8339599,164213500,55.78,0,0,0,-724.09,0,0,10822.31,0,0,0,66.61,0,0,0,0,0,0,0,0,398.74,15378.75,16760.7,0
11/14/1980,8981.83,0,0,3633.47,0,-5348,29245.79,7848.27,0,0,1048790,14653.17,8323325,164208800,55.43,0,0,0,-724.09,0,0,13328.68,0,0,0,83.41,0,0,0,0,0,0,0,0,400.46,15373.93,16699.85,101.82
11/15/1980,9036.95,0,0,3699.57,0,-5337.12,13993.91,7786.58,0,0,1059115,14391.58,8307124,164204000,55.17,0,0,0,-724.09,0,0,15251.87,0,0,0,1268.46,0,0,0,0,0,0,0,0,407.55,15377.99,16632.81,61.69
11/16/1980,9107.96,0,0,3778.03,0,-5329.68,9001.04,7786.58,0,0,1067616,14347.9,8290995,164199100,54.92,0,0,0,-724.09,0,0,4992.87,0,0,0,2718.39,0,0,0,0,0,0,0,0,416.89,15377.92,16570.44,0
11/17/1980,9181.03,0,0,3857.06,0,-5323.72,5574.46,7530.52,0,0,1072388,14429.25,8274940,164194200,54.66,0,0,0,-724.1,0,0,3426.58,164.16,0,0,6331.03,0,0,0,0,0,0,0,0,419.36,15376.32,16498.39,91.9
11/18/1980,9274.3,0,0,3960.86,0,-5313.17,2215.24,5924.24,0,0,1071696,14658.09,8258989,164189200,54.39,0,0,0,-724.11,0,0,3359.22,178.1,0,0,12854.03,0,0,0,0,0,0,0,0,447.23,15377.08,16422.6,1428.18
11/19/1980,9276.41,0,0,3960.92,0,-5315.04,766.54,5416.46,0,0,1072186,14618.89,8243118,164184200,53.95,0,0,0,-724.11,0,0,1448.7,121.73,0,0,10915.05,0,0,0,0,0,0,0,0,431.92,15373.47,16326.77,386.05
11/20/1980,9274.9,0,0,3960.05,0,-5314.4,288.08,4831.48,0,0,1071688,14579.48,8227326,164179000,53.5,0,0,0,-724.11,0,0,478.46,184.63,0,0,11916.22,0,0,0,0,0,0,0,0,425.92,15371.89,16241.33,400.36
11/21/1980,9270.72,0,0,3956.77,0,-5313.5,59.87,4157.25,0,0,1070436,14555.59,8211639,164173800,53.05,0,0,0,-724.11,0,0,228.21,196.03,0,0,12728.69,0,0,0,0,0,0,0,0,424.65,15363.1,16134.76,478.19
11/22/1980,9285.7,0.12,0,3975.35,0,-5309.79,14918.4,2707.37,0,0,1069373,14644.48,8196068,164168400,52.6,0,0,15010.72,-724.11,0,0,0,219.32,0,0,13289.26,0,0,0,0,0,0,0,0,445.62,15352.79,16039.68,1382.63
11/23/1980,9266.53,0,0,3951.31,0,-5314.73,1172.5,2614.86,0,0,1078203,14554.65,8180573,164163000,52.12,0,0,0,-724.11,0,0,13745.9,0,0,0,2307.53,0,0,0,0,0,0,0,0,433.26,15340.14,15951.2,92.51
11/24/1980,9320.19,0,0,4011.83,0,-5308.03,60404.89,2989.53,0,0,1084261,14715.35,8165152,164157500,51.79,0,0,60042.87,-724.11,0,0,0,435.8,0,0,4673.23,0,0,0,0,0,0,0,0,431.4,15334.36,15875.8,0
11/25/1980,9395.45,0,0,4096.13,0,-5299.03,51146.93,2989.48,0,0,1094751,15006.19,8149826,164152000,51.5,0,0,0,-724.12,0,0,9257.96,0.06,0,0,23.21,0,0,0,0,0,0,0,0,433.48,15333.36,15782.22,0
11/26/1980,9514.95,0,0,4229.89,0,-5285.76,32523.87,2864.4,0,0,1104887,15579.59,8134567,164146400,52.2,0,0,0,-724.13,0,0,18623.06,0.07,0,0,67.38,0,0,0,0,0,0,0,0,453.28,15335.33,15734.41,125
11/27/1980,9705.49,0,0,4442.62,0,-5265.29,7463.75,791.36,0,0,1105360,16712.99,8119433,164140800,54.62,0,0,0,-724.15,0,0,25060.12,0,0,0,10830.68,0,0,0,0,0,0,0,0,536.57,15342.84,15692.97,2073.04
11/28/1980,9774.3,0,0,4520.38,0,-5254.76,875.56,15.29,0,0,1078999,17563.33,8104395,164135100,55.47,0,0,0,-724.17,0,0,6588.18,0,0,0,36559.23,0,0,0,0,0,0,0,0,557.71,15349.6,15617.74,776.06
11/29/1980,9639.26,0,0,4371.54,0,-5267.54,497.42,0,0,0,1071928,17174.28,8089439,164129200,55.28,0,0,0,-724.17,0,0,378.14,0,0,0,17922.67,0,0,0,0,0,0,0,0,507.07,15325.48,15485.05,15.29
11/30/1980,12203.93,45.67,0,7119.78,0,-5041.72,69010.13,242247.2,0,0,1174023,25740.54,8074868,164123800,58.52,0,0,427805.4,-724.35,0,0,0,13492.36,0,0,0,0,0,0,0,0,0,0,0,1162.89,15439.16,15756.28,103507.5
12/1/1980,12683.27,0,0,7580.03,0,-5103.14,42394.63,191426.3,0,0,1223474,32701.51,8061056,164118700,58.42,0,0,0,-724.49,0,0,26615.5,1.22,0,0,7.94,0,0,0,0,0,0,0,0,2334.33,15519.38,16167.27,50819.58
12/2/1980,13642.37,0,0,8577.01,0,-5065.13,14909.3,142121.9,0,0,1263881,39930.41,8047911,164113800,58.2,0,0,0,-724.63,0,0,27485.33,39.53,0,0,5328.1,0,0,0,0,0,0,0,0,3317.8,15597.84,16484.39,49264.9
12/3/1980,12646.44,0,0,7406.15,0,-5237.64,69010.13,701536.8,0,0,1272845,38132.92,8034363,164108400,55.55,0,0,625675.9,-724.66,0,0,0,10530.07,0,0,0,0,0,0,0,0,0,0,0,2657.71,15604.57,16226.93,1630.09
12/4/1980,12548.43,0,0,7330.11,0,-5216.65,69010.13,2279680,0,0,1279571,37526.17,8020543,164102900,53.88,0,0,1582066,-724.68,0,0,0,3922.85,0,0,0,0,0,0,0,0,0,0,0,2164.6,15618.98,16004.95,0
12/5/1980,12575.78,0,0,7392.87,0,-5181.19,63848.12,2279680,0,0,1285777,37769.58,8006518,164097200,52.16,0,0,0,-724.7,0,0,5162.01,0.5,0,0,0,0,0,0,0,0,0,0,0,1785.6,15633.03,15832.1,0
12/6/1980,12668.36,0,0,7520.59,0,-5145.95,63658.47,2279680,0,0,1291610,38539.91,7992362,164091400,50.34,0,0,0,-724.72,0,0,189.65,0,0,0,0,0,0,0,0,0,0,0,0,1523.91,15654.49,15700.62,0
12/7/1980,12799.48,0,0,7682.72,0,-5115.12,61083.3,2279679,0,0,1297185,39572.51,7978157,164085500,48.7,0,0,0,-724.74,0,0,2575.17,0.18,0,0,0,0,0,0,0,0,0,0,0,1371.5,15668.44,15596.39,0
12/8/1980,12954.52,0,0,7864.28,0,-5088.71,61083.3,2279679,0,0,1302574,40728.53,7963957,164079500,47.17,0,0,0,-724.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277.29,15688.59,15498.61,0
12/9/1980,13148.26,0,0,8051.26,0,-5095.58,57825.13,2279679,0,0,1307813,41893.36,7949804,164073500,45.75,0,0,0,-724.82,0,0,3258.17,0.18,0,0,0,0,0,0,0,0,0,0,0,1242.73,15697.16,15415.91,0
12/10/1980,13333.87,0,0,8232.12,0,-5100.43,52090.78,2279679,0,0,1312938,42988.52,7935740,164067300,44.41,0,0,0,-724.88,0,0,5734.36,0.41,0,0,0,0,0,0,0,0,0,0,0,1245.99,15701.83,15330.18,0
12/11/1980,13508.47,0,0,8405.83,0,-5101.4,40886.93,2279678,0,0,1317951,44020.79,7921757,164061000,43.17,0,0,0,-724.92,0,0,11203.84,1.01,0,0,0,0,0,0,0,0,0,0,0,1252.34,15704.67,15255.02,0
12/12/1980,13670.22,0,0,8568.83,0,-5100.23,24517.53,2279281,0,0,1322858,44993.72,7907850,164054700,42,0,0,0,-724.95,0,0,16369.41,396.51,0,0,0,0,0,0,0,0,0,0,0,1256.18,15706.05,15183.85,0
12/13/1980,13919.16,0,0,8813.1,0,-5104.97,11479.94,2268434,0,0,1328317,46152.23,7894074,164048300,40.91,0,0,0,-724.98,0,0,13037.59,9775.2,0,0,0,0,0,0,0,0,0,0,0,1350.7,15708.56,15146.28,1072.18
12/14/1980,14646.47,0,0,9536.63,0,-5108.82,6163.88,2241250,0,0,1342840,49129.99,7880638,164042000,39.9,0,0,0,-725.04,0,0,5316.06,14123.33,0,0,0,0,0,0,0,0,0,0,0,1750.75,15726.15,15206.97,13060.87
12/15/1980,17729.29,0,0,12619.35,0,-5108.94,1284.49,2148757,0,0,1392307,61960.42,7868787,164036300,38.89,0,0,0,-725.25,0,0,4879.38,29295.44,0,0,4.37,0,0,0,0,0,0,0,0,4099.62,15827.45,15970.21,63197.11
12/16/1980,22885.05,0,0,17721.06,0,-5162.99,303.25,2016706,0,0,1460267,83785.63,7859339,164031600,37.89,0,0,0,-725.66,0,0,981.24,32629.51,0,0,253.74,0,0,0,0,0,0,0,0,7656.3,15997.16,17122.91,99421.7
12/17/1980,28192.69,0,0,22859.79,0,-5331.94,48.8,1846555,0,0,1553612,106672.8,7851840,164027400,36.93,0,0,0,-726.16,0,0,254.45,35879.22,0,0,800.29,0,0,0,0,0,0,0,0,10550.36,16172.16,18068.02,134271.8
12/18/1980,29092.9,0,0,23421.18,0,-5670.87,33.87,1721672,0,0,1621258,116733.1,7845042,164023200,36.07,0,0,0,-726.5,0,0,14.93,27049.36,0,0,1388.23,0,0,0,0,0,0,0,0,11614.49,16295.93,18431.81,97833.36
12/19/1980,31985.69,0,0,26184.48,0,-5800.4,10.33,1577455,0,0,1697001,129054.5,7839082,164019300,35.26,0,0,0,-727.15,0,0,23.54,30836.24,0,0,2476.05,0,0,0,0,0,0,0,0,13091.87,16438.49,19070.73,113380.6
12/20/1980,32223.99,0,0,26227.07,0,-5996.19,0,1457230,0,0,1757108,135225.4,7833432,164015400,34.52,0,0,0,-727.57,0,0,10.33,26976.12,0,0,3600.56,0,0,0,0,0,0,0,0,13684.94,16544.21,19352.71,93248.9
12/21/1980,27576.86,0,0,21288.59,0,-6287.62,69010.13,1550290,0,0,1775749,123098.1,7826446,164010600,33.88,0,0,196641,-727.57,0,0,0,11570.68,0,0,0,0,0,0,0,0,0,0,0,11776.65,16577.96,18779.9,23001.07
12/22/1980,41934.56,0,0,36229.72,0,-5704.06,45504.75,1388159,0,0,1909326,156991.9,7822556,164007300,33.1,0,0,35752.91,-728.16,0,0,0,17926.92,0,0,524.84,0,0,0,0,0,0,0,0,16076.68,16839.43,19984.57,203461.7
12/23/1980,30448.23,0,0,23954.23,0,-6493.46,14432.08,1368746,0,0,1923161,139468.8,7816744,164002800,32.57,0,0,0,-728.04,0,0,31072.67,0.53,0,0,2249.83,0,0,0,0,0,0,0,0,13692.69,16795.22,19522.47,19412.81
12/24/1980,32874.63,0,0,26584.09,0,-6289.98,2377.83,1271592,0,0,1968383,142491.9,7811461,163998600,32,0,0,0,-728.13,0,0,12054.25,16156.01,0,0,8652.9,0,0,0,0,0,0,0,0,14393.56,16876.83,19693.49,80998.16
12/25/1980,39951.7,0,0,33827.56,0,-6123.46,367.88,1078796,0,0,2053054,168974.2,7809779,163995500,31.33,0,0,0,-728.54,0,0,2009.95,31650.66,0,0,14201.14,0,0,0,0,0,0,0,0,19015.51,17052.55,20714.17,161145
12/26/1980,40856.82,0,0,34468.53,0,-6387.56,39.24,912544.2,0,0,2112458,186438.1,7810721,163992500,30.59,0,0,0,-728.97,0,0,328.64,29629.43,0,0,20183.33,0,0,0,0,0,0,0,0,22261.83,17158.79,21336.67,136622.5
12/27/1980,39960.35,0,0,33387.29,0,-6572.59,2.99,773193.4,0,0,2154396,194010.6,7813699,163989600,30.12,0,0,0,-729.14,0,0,36.25,24032.67,0,0,25135.79,0,0,0,0,0,0,0,0,24509.56,17224.2,21547.9,115318.2
12/28/1980,36278.58,0,0,29526.73,0,-6751.46,0,677526.8,0,0,2174093,188439.4,7815689,163986100,29.72,0,0,0,-728.93,0,0,2.99,18522.82,0,0,27476.18,0,0,0,0,0,0,0,0,23239.7,17225.22,21265.44,77143.72
12/29/1980,31625.86,0,0,24795.63,0,-6829.87,0,620232.9,0,0,2177016,172242.6,7814883,163982300,29.36,0,0,0,-728.65,0,0,0,14715.65,0,0,28147.1,0,0,0,0,0,0,0,0,20090.16,17181.87,20911.57,42578.28
12/30/1980,28312.36,0,0,21458.57,0,-6853.44,0,578219.9,0,0,2172651,155123.6,7812210,163978200,29.01,0,0,0,-728.7,0,0,0,12548.36,0,0,28672.73,0,0,0,0,0,0,0,0,17936.75,17120.12,20625.18,29464.68
12/31/1980,24375.43,0,0,18096.58,0,-6278.82,0,557249.1,0,0,2161872,134743.9,7806470,163974100,28.99,0,0,0,-728.42,0,0,0,9941.4,0,0,26931.7,0,0,0,0,0,0,0,0,14184.01,17025.26,19938.91,11029.34
1/1/1981,22099.16,0,0,15716.09,0,-6383.17,0,545749.8,0,0,2148900,115574.1,7798597,163969000,29.08,0,0,0,-728.06,0,0,0,8568.75,0,0,25248.71,0,0,0,0,0,0,0,0,11033.29,16926.43,18920.98,2930.59
1/2/1981,20709.24,0,0,14420.31,0,-6289.03,0,528937.4,0,0,2134523,102716.7,7788963,163963500,29.18,0,0,0,-727.73,0,0,0,9349.49,0,0,28463.47,0,0,0,0,0,0,0,0,8653.28,16839.96,18301.91,7462.93
1/3/1981,21098.13,0,0,14969.83,0,-6128.35,0,483062,0,0,2130653,103775.1,7780099,163958000,29.23,0,0,0,-727.54,0,0,0,9587.19,0,0,31714.15,0,0,0,0,0,0,0,0,9205.7,16791.31,18084.68,36288.18
1/4/1981,22168.19,27.32,0,16041.94,0,-6098.91,69010.13,817214.1,0,0,2191524,104857.3,7771000,163952600,29.21,0,0,487687.9,-727.42,0,0,0,14161.03,0,0,0,0,0,0,0,0,0,0,0,9158.93,16817.11,18272.08,70337.26
1/5/1981,20732.39,0,0,14568.75,0,-6163.69,52243.16,812782.9,0,0,2195868,99388.02,7760813,163946900,29.25,0,0,0,-727.21,0,0,16766.97,1.64,0,0,0.31,0,0,0,0,0,0,0,0,7783.96,16799.51,17985.11,4429.62
1/6/1981,20483.22,0,0,14361.81,0,-6121.45,33280.34,806075.1,0,0,2201514,95953.03,7750085,163941000,29.28,0,0,0,-727.03,0,0,18962.82,1.89,0,0,3.26,0,0,0,0,0,0,0,0,6921.74,16791.78,17662.72,6705.92
1/7/1981,21434.32,0,0,15374.5,0,-6059.83,13014.35,777244.7,0,0,2215832,98871.49,7739737,163935100,29.28,0,0,0,-726.94,0,0,20265.99,3109.1,0,0,2564.46,0,0,0,0,0,0,0,0,7353.98,16814.52,17715.11,25721.24
1/8/1981,22187.4,0,0,16181.77,0,-6005.64,5051,737523,0,0,2223648,104575.9,7731002,163929300,29.29,0,0,0,-726.92,0,0,7963.35,10968.55,0,0,6853.39,0,0,0,0,0,0,0,0,9043.75,16845.57,17791.78,28753.14
1/9/1981,22817.87,0,0,16864.64,0,-5953.24,1644.91,697365.5,0,0,2222421,110328,7723696,163923400,29.3,0,0,0,-726.92,0,0,3406.09,12157.63,0,0,13144.46,0,0,0,0,0,0,0,0,10329.72,16869.69,17649.01,27999.89
1/10/1981,21903.96,0,0,15949.52,0,-5954.47,777.4,674431.9,0,0,2215695,107198.8,7715825,163917300,29.33,0,0,0,-726.86,0,0,867.51,11058.94,0,0,13159.8,0,0,0,0,0,0,0,0,9464.79,16844.43,17349.75,11874.7
1/11/1981,20823.2,0,0,14895.81,0,-5927.42,489.47,659737.2,0,0,2208475,100942.9,7706502,163910900,29.36,0,0,0,-726.74,0,0,287.94,9587.67,0,0,12769.55,0,0,0,0,0,0,0,0,7702.32,16794.12,17037.64,5106.97
1/12/1981,20795.18,0,0,14970.26,0,-5824.94,210.75,638192.4,0,0,2198253,99641.41,7697128,163904500,29.39,0,0,0,-726.67,0,0,278.71,11193.47,0,0,16189.68,0,0,0,0,0,0,0,0,7468.8,16762.62,16857,10351.34
1/13/1981,22097.95,0,0,16392.85,0,-5705.13,40.13,592195.2,0,0,2184696,108595.4,7690381,163898300,29.41,0,0,0,-726.74,0,0,170.62,16200.84,0,0,24548.77,0,0,0,0,0,0,0,0,10222.78,16771.21,16982.87,29796.42
1/14/1981,20439.92,0,0,14623.92,0,-5816.03,16.73,566757.8,0,0,2170198,104030.2,7682955,163891800,29.44,0,0,0,-726.66,0,0,23.4,10635.34,0,0,26650.99,0,0,0,0,0,0,0,0,9296.17,16705.98,16734.39,14802.04
1/15/1981,20188.11,0,0,14408.37,0,-5779.77,0,520663.1,0,0,2159675,105241.1,7677452,163885300,29.47,0,0,0,-726.58,0,0,16.73,12043.83,0,0,34441.69,0,0,0,0,0,0,0,0,11156.72,16652.99,16673.11,34050.9
